Name,Iata,Icao,Lat,Lon,Country,Alt,City
Barcaldine Airport,BCI,YBAR,-23.559168,145.301941,Australia,878,Barcaldine
Barcelona El Prat Airport,BCN,LEBL,41.29707,2.078463,Spain,12,Barcelona
Barcelona Jose Antonio Anzoategui International Airport,BLA,SVBC,10.10713,-64.689102,Venezuela,26,Barcelona
Barcelos Airport,BAZ,SWBC,-0.98,-62.91,Brazil,112,Barcelos
Bardufoss Airport,BDU,ENDU,69.055748,18.54035,Norway,252,Bardufoss
Bari Karol Wojtyla Airport,BRI,LIBD,41.138851,16.76059,Italy,177,Bari
Barimunya Airport,BYP,YBRY,-22.673889,119.166115,Australia,2091,
Barinas Airport,BNS,SVBI,8.619575,-70.220802,Venezuela,666,Barinas
Bario Airport,BBN,WBGZ,3.736944,115.469398,Malaysia,3450,Bario
Barisal Airport,BZL,VGBR,22.798943,90.301445,Bangladesh,20,Barisal
Barnaul Airport,BAX,UNBB,53.36377,83.538528,Russia,838,Barnaul
Barquisimeto Jacinto Lara International Airport,BRM,SVBM,10.04274,-69.358597,Venezuela,2042,Barquisimeto
Barra Airport,BRR,EGPR,57.016998,-7.433,United Kingdom,5,Barra
Barrancabermeja Yariguies Airport,EJA,SKEJ,7.024331,-73.806801,Colombia,412,Barrancabermeja
Barranquilla Ernesto Cortissoz International Airport,BAQ,SKBQ,10.88946,-74.780602,Colombia,98,Barranquilla
Barreiras Airport,BRA,SNBR,-12.073056,-45.008331,Brazil,2444,Barreiras
Barrow Airport,BRW,PABR,71.285439,-156.766006,United States,52,Barrow
Barrow Island Airport,BWB,YBWX,-20.864401,115.405998,Australia,26,Barrow Island
Barrow-in-Furness Walney Island Airport,BWF,EGNL,54.131161,-3.26366,United Kingdom,173,Barrow Island
Barter Island LRRS Airport,BTI,PABA,70.131943,-143.623886,United States,2,Barter Island
Bartlesville Municipal Airport,BVO,KBVO,36.762501,-96.0112,United States,711,
Bartow Municipal Airport,BOW,KBOW,27.943333,-81.783333,United States,125,Bartow
Basco Airport,BSO,RPUO,20.453056,121.977776,Philippines,291,Basco
Basel Mulhouse-Freiburg EuroAirport,BSL,LFSB,47.5989,7.5283,France,885,Mulhouse
Basra International Airport,BSR,ORMM,30.549061,47.66214,Iraq,11,Basrah
Basseterre Robert L. Bradshaw International Airport,SKB,TKPK,17.31119,-62.718601,Saint Kitts And Nevis,170,Basse Terre
Bastia Poretta Airport,BIA,LFKB,42.549999,9.484722,France,26,Bastia
Bata Airport,BSG,FGBT,1.905469,9.805681,Equatorial Guinea,13,Bata
Batagay Airport,BQJ,UEBB,67.648888,134.695007,Russia,738,Batagay
Batam Hang Nadim Airport,BTH,WIDD,1.121028,104.118698,Indonesia,126,Batam
Batesville Regional Airport,BVX,KBVX,35.7262,-91.647301,United States,465,
Bathinda Airport,BUP,VIBT,30.2701,74.755798,India,662,
Bathurst Airport,ZBF,CZBF,47.629719,-65.7388,Canada,193,Bathurst
Bathurst Airport,BHS,YBTH,-33.400002,149.649994,Australia,2435,Bathurst
Batman Airport,BAL,LTCJ,37.928959,41.116581,Turkey,1822,Batman
Batna International Airport,BLJ,DABT,35.759167,6.3225,Algeria,2697,Batna
Baton Rouge Metropolitan Airport,BTR,KBTR,30.5329,-91.149803,United States,70,
Batsfjord Airport,BJF,ENBS,70.600273,29.692499,Norway,490,Batsfjord
Battle Creek Kalamazoo International Airport,BTL,KBTL,42.307301,-85.251503,United States,952,Battle Creek
Battle Mountain Airport,BAM,KBAM,40.633331,-116.933334,United States,4532,
Batu Licin Airport,BTW,WAOC,-3.41241,115.995003,Indonesia,3,Batu Licin
Batumi International Airport,BUS,UGSB,41.610271,41.599689,Georgia,105,Batumi
Bau-Bau Betoambari Airport,BUW,WAAB,-5.48687,122.569,Indonesia,164,
Bauru Arealva Airport,JTC,SBAE,-22.157778,-49.068333,Brazil,1949,
Bayannur Tianjitai Airport,RLK,ZBYZ,40.926388,107.738892,China,3400,Bayannur
Bayreuth Bindlacher Berg Airport,BYU,EDQD,49.984421,11.63856,Germany,1601,Bayreuth
Bearskin Lake Airport,XBE,CNE3,53.950001,-90.98333,Canada,807,Bearskin Lake
Beatrice Municipal Airport,BIE,KBIE,40.299999,-96.75,United States,1324,
Beaufort County Airport,BFT,KARW,32.410831,-80.635002,United States,7,Beaufort
Beaumont Jack Brooks Regional Airport,BPT,KBPT,29.95083,-94.020599,United States,15,Beaumont
Beaumont Municipal Airport,BMT,KBMT,30.0707,-94.215797,United States,32,Beaumont
Beaver County Airport,BFP,KBVI,40.772499,-80.391403,United States,1253,Beaver Falls
Beckley Raleigh County Memorial Airport,BKW,KBKW,37.779999,-81.120003,United States,2504,Beckley
Bedford Hanscom Field,BED,KBED,42.469952,-71.289001,United States,132,Bedford
Bedourie Airport,BEU,YBIE,-24.345043,139.459488,Australia,305,Bedourie
Beef Island Terrance B. Lettsome Airport,EIS,TUPJ,18.44483,-64.5429,Virgin Islands British,16,Tortola
Beida Al Abraq International Airport,LAQ,HLLQ,32.788612,21.964167,Libya,2157,Al Bayda'
Beihai Fucheng Airport,BHY,ZGBH,21.53944,109.2938,China,83,Beihai
Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,116,Beijing
Beijing Daxing International Airport,PKX,ZBAD,39.509167,116.410553,China,98,
Beijing Nanyuan Airport,NAY,ZBNY,39.782501,116.387779,China,-1,Beijing
Beira Airport,BEW,FQBR,-19.7964,34.907551,Mozambique,33,Beira
Beirut Rafic Hariri International Airport,BEY,OLBA,33.82093,35.48838,Lebanon,87,Beirut
Beja International Airport,BYJ,LPBJ,38.078888,-7.9325,Portugal,636,Beja (madeira)
Bejaia Soummam Airport,BJA,DAAE,36.71199,5.069922,Algeria,20,Bejaja
Belaya Gora Airport,BGN,UESG,68.556946,146.234726,Russia,25,
Belem Val de Cans International Airport,BEL,SBBE,-1.37925,-48.4762,Brazil,54,Belem
Belfast City George Best  Airport,BHD,EGAC,54.61805,-5.8725,United Kingdom,15,Belfast
Belfast International Airport,BFS,EGAA,54.657501,-6.21583,United Kingdom,268,Belfast
Belgaum Airport,IXG,VOBM,15.85928,74.618294,India,2487,
Belgorod International Airport,EGO,UUOB,50.639999,36.59,Russia,734,Belgorod
Belgrade Nikola Tesla Airport,BEG,LYBE,44.818439,20.30913,Serbia,335,Belgrade
Belize City Philip S. W. Goldson International Airport,BZE,MZBZ,17.539141,-88.308197,Belize,15,Belize City
Belize City Sir Barry Bowen Municipal Airport,TZA,MZBE,17.516512,-88.194695,Belize,8,
Bella Coola Airport,QBC,CYBD,52.387501,-126.595833,Canada,117,Bella Coola
Belleville MidAmerica St. Louis Airport,BLV,KBLV,38.54517,-89.835098,United States,458,Belleville
Bellingham International Airport,BLI,KBLI,48.79269,-122.537003,United States,170,Bellingham
Belo Horizonte Pampulha Airport,PLU,SBBH,-19.851101,-43.9506,Brazil,2589,Belo Horizonte
Belo Horizonte Tancredo Neves International Airport,CNF,SBCF,-19.633699,-43.9688,Brazil,2715,Belo Horizonte
Beloyarsk Airport,EYK,USHQ,63.683056,66.68306,Russia,82,
Bembridge Airport,BBP,EGHJ,50.678055,-1.109444,United Kingdom,53,Bembridge
Bemidji Regional Airport,BJI,KBJI,47.509998,-94.93,United States,1391,Bemidji
Benalla Airport,BLN,YBLA,-36.551899,146.007004,Australia,569,
Benbecula Airport,BEB,EGPL,57.48111,-7.36277,United Kingdom,19,Benbecula
Bendigo Airport,BXG,YBDG,-36.739399,144.330002,Australia,705,Bendigo
Bengaluru Kempegowda International Airport,BLR,VOBL,13.198889,77.705559,India,3002,Bangalore
Benghazi Benina International Airport,BEN,HLLB,32.096779,20.26947,Libya,433,Benghazi
Bengkulu Fatmawati Soekarno Airport,BKS,WIPL,-3.8637,102.338997,Indonesia,50,Bengkulu
Beni Mellal Airport,BEM,GMMD,32.400002,-6.316667,Morocco,1700,Beni Mellal
Benin Airport,BNI,DNBE,6.316981,5.599503,Nigeria,258,Benin
Benton Harbor Southwest Michigan Regional Airport,BEH,KBEH,42.128601,-86.428497,United States,643,
Bentonville Northwest Arkansas National Airport,XNA,KXNA,36.28186,-94.306801,United States,1288,Bentonville
Bequia J.F. Mitchell Airport,BQU,TVSB,12.9884,-61.262001,Saint Vincent And The Grenadines,15,Bequia
Berbera Airport,BBO,HCMI,10.38916,44.941101,Somalia,30,Berbera
Berens River Airport,YBV,CYBV,52.358696,-97.021408,Canada,716,Berens River
Bergen Flesland Airport,BGO,ENBR,60.293381,5.218142,Norway,170,Bergen
Bergen op Zoom Woensdrecht Air Base Airport,WOE,EHWO,51.4491,4.34203,Netherlands,63,Woensdrecht
Bergerac Dordogne Perigord Airport,EGC,LFBE,44.824429,0.520525,France,171,Bergerac
Berlevag Airport,BVG,ENBV,70.871384,29.034161,Norway,42,Berlevag
Berlin Brandenburg Airport,BER,EDDB,52.362877,13.503722,Germany,157,Berlin
Bermuda L.F. Wade International Airport,BDA,TXKF,32.36404,-64.678703,Bermuda,18,Bermuda
Bern Airport,BRN,LSZB,46.914101,7.497153,Switzerland,1674,Bern
Bertoua Airport,BTA,FKKO,4.548611,13.72611,Cameroon,2133,
Beryozovo Airport,EZV,USHB,63.924583,65.044853,Russia,75,Berezovo
Besancon La Veze Airport,QYB,LFQM,47.2066,6.08368,France,1271,Besancon-la-veze
Beslan Airport,OGZ,URMO,43.205002,44.606667,Russia,1673,Beslan
Bethel Airport,BET,PABE,60.77977,-161.837997,United States,128,Bethel
Bettles Airport,BTT,PABT,66.91394,-151.529007,United States,647,Bettles
Beverly Regional Airport,BVY,KBVY,42.584202,-70.916496,United States,107,Beverly
Beziers Cap d'Agde Airport,BZR,LFMU,43.323421,3.353397,France,56,Beziers
Bhadrapur Airport,BDP,VNCG,26.570801,88.079597,Nepal,300,Chandragarhi
Bhamo Banmaw Airport,BMO,VYBM,24.268354,97.249054,Myanmar (Burma),377,Banmaw
Bharatpur Airport,BHR,VNBP,27.678049,84.429443,Nepal,600,Bharatpur
Bhavnagar Airport,BHU,VABV,21.752199,72.185181,India,44,Bhaunagar
Bhopal Raja Bhoj Airport,BHO,VABP,23.28746,77.337372,India,1719,Bhopal
Bhubaneswar Biju Patnaik International Airport,BBI,VEBS,20.24436,85.81778,India,138,Bhubaneswar
Bhuj Airport,BHJ,VABJ,23.287821,69.670143,India,268,Bhuj
Biak Frans Kaisiepo Airport,BIK,WABB,-1.19001,136.107895,Indonesia,46,Biak
Biala Podlaska Airport,BXP,EPBP,52.003056,23.143612,Poland,495,Biała Podlaska
Biarritz Pays Basque Airport,BIQ,LFBZ,43.46833,-1.53111,France,245,Biarritz-bayonne
Bidar Airport,IXX,VOBR,17.908081,77.487144,India,2186,
Bielefeld Airport,BFE,EDLI,51.964722,8.544444,Germany,433,Bielefeld
Big Trout Lake Airport,YTL,CYTL,53.817501,-89.896896,Canada,777,Big Trout Lake
Bijie Feixiong Airport,BFJ,ZUBJ,27.266666,105.479164,China,4751,Bijie
Bikaner Nal Airport,BKB,VIBK,28.070601,73.207199,India,750,Bikaner
Bilaspur Airport,PAB,VEBU,21.988333,82.111115,India,899,
Bilbao Airport,BIO,LEBB,43.30109,-2.9106,Spain,138,Bilbao
Bildudalur Airport,BIU,BIBD,65.641388,-23.54611,Iceland,18,Bildudalur
Billings Logan International Airport,BIL,KBIL,45.807659,-108.542,United States,3652,Billings
Billund Airport,BLL,EKBI,55.740318,9.151778,Denmark,247,Billund
Bima Sultan Muhammad Salahudin Airport,BMU,WADB,-8.53964,118.687302,Indonesia,3,Bima
Bingol Airport,BGG,LTCU,38.861111,40.592499,Turkey,3490,
Bintulu Airport,BTU,WBGB,3.12385,113.020401,Malaysia,74,Bintulu
Biratnagar Airport,BIR,VNVT,26.484159,87.264442,Nepal,236,Biratnagar
Birdsville Airport,BVI,YBDV,-25.898333,139.343338,Australia,157,Birdsville
Birjand International Airport,XBJ,OIMB,32.898048,59.266109,Iran,4952,Birjand
Birmingham Airport,BHX,EGBB,52.45385,-1.74802,United Kingdom,327,Birmingham
Birmingham Shuttlesworth International Airport,BHM,KBHM,33.563881,-86.752296,United States,650,Birmingham
Bisha Domestic Airport,BHH,OEBH,19.98435,42.62088,Saudi Arabia,3887,Bisha
Bishkek Manas International Airport,FRU,UCFM,43.061298,74.477547,Kyrgyzstan,2058,
Bishop Eastern Sierra Regional Airport,BIH,KBIH,37.3731,-118.363998,United States,4124,Bishop
Biskra Airport,BSK,DAUB,34.793282,5.738231,Algeria,289,Biskra
Bismarck Municipal Airport,BIS,KBIS,46.774479,-100.758209,United States,1661,Bismarck
Bissau Osvaldo Vieira International Airport,OXB,GGOV,11.8947,-15.6536,Guinea-Bissau,129,Bissau
Bitburg Airport,BBJ,EDRB,49.945332,6.565,Germany,1223,Birburg
Black Tickle Airport,YBI,CCE4,53.469398,-55.785,Canada,57,Black Tickle
Blackall Airport,BKQ,YBCK,-24.4277,145.428604,Australia,928,Blackall
Blackbushe Airport,BBS,EGLK,51.323879,-0.8475,United Kingdom,325,Blackbushe
Blackpool International Airport,BLK,EGNH,53.772106,-3.038085,United Kingdom,34,Blackpool
Blacksburg Virginia Tech Montgomery Executive Airport,BCB,KBCB,37.2076,-80.407799,United States,2132,
Blagoveshchensk Ignatyevo Airport,BQS,UHBB,50.425388,127.412399,Russia,638,Blagoveschensk
Blantyre Chileka International Airport,BLZ,FWCL,-15.679,34.97401,Malawi,2555,Blantyre
Blenheim Woodbourne Airport,BHE,NZWB,-41.518299,173.870193,New Zealand,109,Woodbourne
Blimbingsari Airport,BWX,WADY,-8.31,114.340279,Indonesia,110,
Block Island Airport,BID,KBID,41.169434,-71.579613,United States,109,Block Island
Bloemfontein Airport,BFN,FABL,-29.092699,26.302441,South Africa,4458,Bloemfontein
Blonduos Airport,BLO,BIBL,65.644997,-20.2875,Iceland,131,
Bloomington Central Illinois Regional Airport,BMI,KBMI,40.477112,-88.915901,United States,871,Bloomington
Bloomington Monroe County Airport,BMG,KBMG,39.139999,-86.610001,United States,846,Bloomington
Blountville Tri-Cities Regional Airport,TRI,KTRI,36.47522,-82.407402,United States,1519,BRISTOL
Bluefields Airport,BEF,MNBL,11.99096,-83.774002,Nicaragua,41,Bluefields
Blythe Airport,BLH,KBLH,33.610001,-114.709999,United States,399,Blythe
Blytheville Arkansas International Airport,BYH,KBYH,35.96434,-89.943901,United States,254,Blytheville
Bo Airport,KBS,GFBO,7.95,-11.767,Sierra Leone,328,Bo
Boa Vista International Airport,BVB,SBBV,2.846311,-60.689999,Brazil,276,Boa Vista
Boa Vista Rabil Airport,BVC,GVBA,16.13653,-22.8888,Cape Verde,69,Boa Vista
Boca Raton Airport,BCT,KBCT,26.3785,-80.107597,United States,13,Boca Raton
Bocas Del Toro International Airport,BOC,MPBO,9.340853,-82.250801,Panama,10,Bocas Del Toro
Bodaybo Airport,ODO,UIKB,57.860001,114.239998,Russia,919,Bodaibo
Bodo Airport,BOO,ENBO,67.269157,14.36527,Norway,42,Bodo
Bodrum Milas Airport,BJV,LTFE,37.25061,27.66431,Turkey,21,Bodrum
Bogota El Dorado International Airport,BOG,SKBO,4.703056,-74.138298,Colombia,8361,Bogota
Boigu Island Airport,GIC,YBOI,-9.233333,142.21666,Australia,10,Boigu
Boise Airport,BOI,KBOI,43.564362,-116.222,United States,2871,Boise
Bojnord Airport,BJB,OIMN,37.489719,57.308849,Iran,3543,Bojnourd
Bol Brac Airport,BWK,LDSB,43.285702,16.679701,Croatia,1776,Brac
Bole Alashankou Airport,BPL,ZWBL,44.895,82.299721,China,1253,
Bologna Guglielmo Marconi Airport,BLQ,LIPE,44.535439,11.28866,Italy,123,Bologna
Bolzano Airport,BZO,LIPB,46.46019,11.32638,Italy,789,Bolzano
Bonaire Flamingo International Airport,BON,TNCB,12.13104,-68.268501,Netherlands,20,Kralendijk
Bonaventure Airport,YVB,CYVB,48.07111,-65.460281,Canada,123,Bonaventure
Bonito Airport,BYO,SBDB,-21.247299,-56.452499,Brazil,1180,
Bonnyville Airport,YBY,CYBF,54.299999,-110.739998,Canada,1836,Bonnyville
Boolgeeda Airport,OCM,YBGD,-22.540001,117.275002,Australia,1866,
Bor Podkamennaya Tunguska Airport,TGP,UNIP,61.59,89.979446,Russia,213,Bor
Bora Bora Airport,BOB,NTTB,-16.4443,-151.751007,French Polynesia,10,Bora Bora
Bordeaux Merignac Airport,BOD,LFBD,44.828609,-0.71527,France,166,Bordeaux
Borger Hutchinson County Airport,BGD,KBGD,35.700901,-101.393997,United States,3055,
Borkum Airport,BMK,EDWR,53.595501,6.709167,Germany,3,Borkum
Borlange Dala Airport,BLE,ESSD,60.422009,15.51521,Sweden,503,Borlange
Bornholm Airport,RNN,EKRN,55.063259,14.75955,Denmark,52,Ronne
Bosaso Airport,BSA,HCMF,11.283333,49.150002,Somalia,6,Bosaso
Bost Airport,BST,OABT,31.55901,64.36409,Afghanistan,2464,Lashkar Gah
Boston Logan International Airport,BOS,KBOS,42.362968,-71.006401,United States,20,Boston
Bouake Airport,BYK,DIBK,7.7388,-5.07366,Cote D'ivoire (Ivory Coast),1230,Bouake
Bouarfa Airport,UAR,GMFB,32.514172,-1.98167,Morocco,3633,Bouarfa
Boulder City Municipal Airport,BLD,KBVU,35.946777,-114.856377,United States,2203,
Boulder Municipal Airport,WBU,KBDU,40.039398,-105.225998,United States,5288,Boulder
Boulia Airport,BQL,YBOU,-22.9,139.899994,Australia,542,Boulia
Bountiful Skypark Airport,BTF,KBTF,40.8694,-111.927002,United States,4234,
Bourges Airport,BOU,LFLD,47.064449,2.378953,France,529,Bourges
Bourke Airport,BRK,YBKE,-30.0392,145.951996,Australia,352,Bourke
Bournemouth Airport,BOH,EGHH,50.779999,-1.8425,United Kingdom,38,Bournemouth
Bovanenkovo Airport,BVJ,USDB,70.315277,68.333611,Russia,23,
Bowling Green Warren County Regional Airport,BWG,KBWG,36.962223,-86.422218,United States,547,Bowling Green
Bozeman Yellowstone International Airport,BZN,KBZN,45.777458,-111.152,United States,4473,Bozeman
Bradford Regional Airport,BFD,KBFD,41.802223,-78.639442,United States,2143,Bradford
Braga Airport,BGZ,LPBR,41.587101,-8.44514,Portugal,247,Braga
Braganca Airport,BGC,LPBG,41.8578,-6.70712,Portugal,2241,Braganca
Brainerd Lakes Regional Airport,BRD,KBRD,46.397221,-94.137497,United States,1226,Brainerd
Brandon Municipal Airport,YBR,CYBR,49.91,-99.951897,Canada,1343,Brandon
Branson Airport,BKG,KBBG,36.532082,-93.2005,United States,1302,
Brasilia International Airport,BSB,SBBR,-15.8711,-47.918598,Brazil,3479,Brasilia
Brasov Airport,BRV,LROV,45.701668,25.52,Romania,1740,
Bratislava M. R. Stefanik Airport,BTS,LZIB,48.170158,17.21266,Slovakia,436,Bratislava
Bratsk Airport,BTK,UIBB,56.370548,101.698303,Russia,1610,Bratsk
Braunschweig Airport,BWE,EDVE,52.31916,10.55611,Germany,295,Braunschweig
Brazzaville Maya Maya Airport,BZV,FCBB,-4.2517,15.25303,Congo,1048,Brazzaville
Brekstad Orland Airport,OLA,ENOL,63.698898,9.604003,Norway,28,Orland
Bremen Airport,BRE,EDDW,53.047501,8.786667,Germany,14,Bremen
Bremerton National Airport,PWT,KPWT,47.485001,-122.763336,United States,439,Bremerton
Brescia Airport,VBS,LIPO,45.428879,10.33055,Italy,356,Brescia
Brest Airport,BQT,UMBB,52.116669,23.883333,Belarus,469,Brest
Brest Bretagne Airport,BES,LFRB,48.44722,-4.42166,France,325,Brest
Brevig Mission Airport,KTS,PFKT,65.331299,-166.466003,United States,38,Brevig Mission
Bria Airport,BIV,FEFR,6.527778,21.989441,Central African Republic,1975,
Bridgetown Grantley Adams International Airport,BGI,TBPB,13.0746,-59.492401,Barbados,169,Bridgetown
Brighton City Shoreham Airport,ESH,EGKA,50.835548,-0.29722,United Kingdom,7,Shoreham By Sea
Brindisi Airport,BDS,LIBR,40.657631,17.947029,Italy,47,Brindisi
Brisbane Airport,BNE,YBBN,-27.3841,153.117493,Australia,13,Brisbane
Bristol Airport,BRS,EGGD,51.38266,-2.71908,United Kingdom,622,Bristol
Brive Souillac Airport,BVE,LFSL,45.040031,1.487762,France,1016,Brive
Brno Turany Airport,BRQ,LKTB,49.15126,16.694429,Czechia,778,Brno
Brochet Airport,YBT,CYBT,57.889439,-101.678001,Canada,1136,Brochet
Broken Hill Airport,BHQ,YBHI,-31.998983,141.468567,Australia,958,Broken Hill
Bromont Airport,ZBM,CZBM,45.290798,-72.741402,Canada,375,Bromont
Bronnoysund Airport,BNN,ENBN,65.461113,12.2175,Norway,25,Bronnoysund
Brookings Airport,BKX,KBKX,44.303333,-96.811111,United States,1648,
Broome International Airport,BME,YBRM,-17.9447,122.231598,Australia,56,Broome
Brownsville South Padre Island International Airport,BRO,KBRO,25.90683,-97.425797,United States,22,Brownsville
Brownwood Regional Airport,BWD,KBWD,31.794722,-98.956665,United States,1387,
Brunei International Airport,BWN,WBSB,4.9442,114.928299,Brunei,73,Bandar Seri Begawan
Brunswick Golden Isles Airport,BQK,KBQK,31.258801,-81.4664,United States,26,Brunswick
Brunswick Malcolm McKinnon Airport,SSI,KSSI,31.15,-81.389999,United States,19,Brunswick
Brussels Airport,BRU,EBBR,50.901379,4.484444,Belgium,184,Brussels
Brussels South Charleroi Airport,CRL,EBCI,50.459999,4.452778,Belgium,614,Charleroi
Bryan Coulter Field,CFD,KCFD,30.715691,-96.331299,United States,367,Bryan
Bryansk International Airport,BZK,UUBP,53.214191,34.176441,Russia,663,Bryansk
Bucaramanga Palonegro International Airport,BGA,SKBG,7.126944,-73.184998,Colombia,3902,Bucaramanga
Bucharest Aurel Vlaicu Airport,BBU,LRBS,44.503189,26.10211,Romania,297,Bucharest
Bucharest Henri Coanda International Airport,OTP,LROP,44.572159,26.102171,Romania,314,Bucharest
Buckland Airport,BKC,PABL,65.978889,-161.126663,United States,24,Buckland
Budapest Ferenc Liszt International Airport,BUD,LHBP,47.436932,19.25559,Hungary,495,Budapest
Budel Kempen Airport,QEK,EHBD,51.254444,5.600833,Netherlands,114,Weert
Buenos Aires Jorge Newbery Airport,AEP,SABE,-34.559101,-58.4156,Argentina,18,Buenos Aires
Buenos Aires Ministro Pistarini International Airport,EZE,SAEZ,-34.822201,-58.535801,Argentina,67,Buenos Aires
Buffalo Narrows Airport,YVT,CYVT,55.841942,-108.417,Canada,1444,Buffalo Narrows
Buffalo Niagara International Airport,BUF,KBUF,42.940521,-78.732101,United States,727,Buffalo
Bugulma Airport,UUA,UWKB,54.630001,52.790001,Russia,991,Bugulma
Bujumbura International Airport,BJM,HBBA,-3.32401,29.31851,Burundi,2582,Bujumbura
Buka Airport,BUA,AYBK,-5.42232,154.673004,Papua New Guinea,11,Buka Island
Bukhara International Airport,BHK,UTSB,39.775002,64.48333,Uzbekistan,751,Bukhara
Bukoba Airport,BKZ,HTBU,-1.3,31.799999,Tanzania,3745,Bukoba
Bulawayo Joshua Mqabuko Nkomo International Airport,BUQ,FVBU,-20.017401,28.617861,Zimbabwe,4359,Bulawayo
Bullhead International Airport,IFP,KIFP,35.155972,-114.558998,United States,701,
Bunbury Airport,BUY,YBUN,-33.378056,115.676941,Australia,53,Bunbury
Bundaberg Airport,BDB,YBUD,-24.898708,152.321869,Australia,107,Bundaberg
Bunia Airport,BUX,FZKA,1.565719,30.220831,Democratic Republic Of The Congo,4045,Bunia
Bunnell Flagler County Airport,QQF,KFIN,29.467501,-81.20639,United States,33,
Buochs Airport,BXO,LSZC,46.974445,8.396944,Switzerland,1475,Buochs
